Frame,Spot_ID,Ref_X,Ref_Y,Distorted_X,Distorted_Y,Shift_X,Shift_Y
45,99,46,46,91,43,45,-3
46,0,460,460,140,463,-320,3
46,1,414,460,95,463,-319,3
46,2,368,460,457,462,89,2
46,3,322,460,184,462,-138,2
46,4,276,460,232,461,-44,1
46,5,230,460,365,460,135,0
46,6,184,460,323,460,139,0
46,7,138,460,413,457,275,-3
46,8,92,460,277,457,185,-3
46,9,46,460,47,457,1,-3
46,10,460,414,232,417,-228,3
46,11,414,414,458,416,44,2
46,12,368,414,46,416,-322,2
46,13,322,414,279,415,-43,1
46,14,276,414,181,415,-95,1
46,15,230,414,365,414,135,0
46,16,184,414,138,414,-46,0
46,17,138,414,89,414,-49,0
46,18,92,414,325,413,233,-1
46,19,46,414,416,412,370,-2
46,20,460,368,229,370,-231,2
46,21,414,368,89,370,-325,2
46,22,368,368,459,369,91,1
46,23,322,368,135,369,-187,1
46,24,276,368,369,368,93,0
46,25,230,368,276,368,46,0
46,26,184,368,46,366,-138,-2
46,27,138,368,416,365,278,-3
46,28,92,368,325,365,233,-3
46,29,46,368,186,365,140,-3
46,30,460,322,277,325,-183,3
46,31,414,322,139,325,-275,3
46,32,368,322,458,324,90,2
46,33,322,322,319,324,-3,2
46,34,276,322,231,324,-45,2
46,35,230,322,90,323,-140,1
46,36,184,322,45,322,-139,0
46,37,138,322,417,321,279,-1
46,38,92,322,366,321,274,-1
46,39,46,322,181,320,135,-2
46,40,460,276,415,279,-45,3
46,41,414,276,47,279,-367,3
46,42,368,276,233,278,-135,2
46,43,322,276,89,278,-233,2
46,44,276,276,323,277,47,1
46,45,230,276,461,275,231,-1
46,46,184,276,365,275,181,-1
46,47,138,276,273,274,135,-2
46,48,92,276,183,274,91,-2
46,49,46,276,138,273,92,-3
46,50,460,230,417,233,-43,3
46,51,414,230,227,233,-187,3
46,52,368,230,94,233,-274,3
46,53,322,230,43,231,-279,1
46,54,276,230,367,229,91,-1
46,55,230,230,139,229,-91,-1
46,56,184,230,319,228,135,-2
46,57,138,230,463,227,325,-3
46,58,92,230,277,227,185,-3
46,59,46,230,181,227,135,-3
46,60,460,184,323,187,-137,3
46,61,414,184,230,186,-184,2
46,62,368,184,186,185,-182,1
46,63,322,184,43,184,-279,0
46,64,276,184,415,183,139,-1
46,65,230,184,141,182,-89,-2
46,66,184,184,457,181,273,-3
46,67,138,184,368,181,230,-3
46,68,92,184,273,181,181,-3
46,69,46,184,89,181,43,-3
46,70,460,138,366,140,-94,2
46,71,414,138,185,140,-229,2
46,72,368,138,91,139,-277,1
46,73,322,138,463,138,141,0
46,74,276,138,413,138,137,0
46,75,230,138,322,137,92,-1
46,76,184,138,233,136,49,-2
46,77,138,138,141,136,3,-2
46,78,92,138,45,136,-47,-2
46,79,46,138,278,135,232,-3
46,80,460,92,462,94,2,2
46,81,414,92,324,94,-90,2
46,82,368,92,367,93,-1,1
46,83,322,92,187,93,-135,1
46,84,276,92,413,92,137,0
46,85,230,92,91,92,-139,0
46,86,184,92,47,92,-137,0
46,87,138,92,278,91,140,-1
46,88,92,92,230,91,138,-1
46,89,46,92,140,91,94,-1
46,90,460,46,233,49,-227,3
46,91,414,46,45,49,-369,3
46,92,368,46,279,46,-89,0
46,93,322,46,181,46,-141,0
46,94,276,46,141,46,-135,0
46,95,230,46,93,45,-137,-1
46,96,184,46,460,44,276,-2
46,97,138,46,370,44,232,-2
46,98,92,46,323,44,231,-2
46,99,46,46,417,43,371,-3
47,0,460,460,414,460,-46,0
47,1,414,460,230,460,-184,0
47,2,368,460,47,460,-321,0
47,3,322,460,461,459,139,-1
47,4,276,460,322,459,46,-1
47,5,230,460,367,458,137,-2
47,6,184,460,279,458,95,-2
47,7,138,460,89,458,-49,-2
47,8,92,460,181,457,89,-3
47,9,46,460,136,457,90,-3
47,10,460,414,411,416,-49,2
47,11,414,414,369,415,-45,1
47,12,368,414,279,415,-89,1
47,13,322,414,186,414,-136,0
47,14,276,414,49,414,-227,0
47,15,230,414,460,413,230,-1
47,16,184,414,319,413,135,-1
47,17,138,414,229,413,91,-1
47,18,92,414,141,413,49,-1
47,19,46,414,91,412,45,-2
47,20,460,368,48,371,-412,3
47,21,414,368,461,369,47,1
47,22,368,368,233,369,-135,1
47,23,322,368,414,368,92,0
47,24,276,368,320,368,44,0
47,25,230,368,367,367,137,-1
47,26,184,368,279,367,95,-1
47,27,138,368,90,367,-48,-1
47,28,92,368,185,366,93,-2
47,29,46,368,139,365,93,-3
47,30,460,322,320,325,-140,3
47,31,414,322,276,325,-138,3
47,32,368,322,89,325,-279,3
47,33,322,322,49,323,-273,1
47,34,276,322,413,322,137,0
47,35,230,322,183,322,-47,0
47,36,184,322,460,321,276,-1
47,37,138,322,366,321,228,-1
47,38,92,322,232,319,140,-3
47,39,46,322,141,319,95,-3
47,40,460,276,369,279,-91,3
47,41,414,276,232,279,-182,3
47,42,368,276,414,278,46,2
47,43,322,276,325,278,3,2
47,44,276,276,141,278,-135,2
47,45,230,276,463,276,233,0
47,46,184,276,273,275,89,-1
47,47,138,276,187,275,49,-1
47,48,92,276,89,275,-3,-1
47,49,46,276,43,274,-3,-2
47,50,460,230,412,233,-48,3
47,51,414,230,365,233,-49,3
47,52,368,230,187,233,-181,3
47,53,322,230,139,232,-183,2
47,54,276,230,461,231,185,1
47,55,230,230,325,231,95,1
47,56,184,230,48,230,-136,0
47,57,138,230,275,229,137,-1
47,58,92,230,230,229,138,-1
47,59,46,230,93,227,47,-3
47,60,460,184,463,187,3,3
47,61,414,184,371,186,-43,2
47,62,368,184,48,186,-320,2
47,63,322,184,183,185,-139,1
47,64,276,184,416,184,140,0
47,65,230,184,321,184,91,0
47,66,184,184,278,184,94,0
47,67,138,184,232,183,94,-1
47,68,92,184,139,182,47,-2
47,69,46,184,89,181,43,-3
47,70,460,138,137,141,-323,3
47,71,414,138,183,139,-231,1
47,72,368,138,47,139,-321,1
47,73,322,138,366,138,44,0
47,74,276,138,457,137,181,-1
47,75,230,138,319,137,89,-1
47,76,184,138,275,137,91,-1
47,77,138,138,232,137,94,-1
47,78,92,138,92,136,0,-2
47,79,46,138,411,135,365,-3
47,80,460,92,417,95,-43,3
47,81,414,92,229,95,-185,3
47,82,368,92,135,95,-233,3
47,83,322,92,324,93,2,1
47,84,276,92,274,93,-2,1
47,85,230,92,457,92,227,0
47,86,184,92,93,92,-91,0
47,87,138,92,45,92,-93,0
47,88,92,92,187,91,95,-1
47,89,46,92,369,89,323,-3
47,90,460,46,462,49,2,3
47,91,414,46,230,48,-184,2
47,92,368,46,48,48,-320,2
47,93,322,46,325,46,3,0
47,94,276,46,95,46,-181,0
47,95,230,46,365,45,135,-1
47,96,184,46,415,44,231,-2
47,97,138,46,273,44,135,-2
47,98,92,46,186,43,94,-3
47,99,46,46,135,43,89,-3
48,0,460,460,95,463,-365,3
48,1,414,460,44,463,-370,3
48,2,368,460,459,462,91,2
48,3,322,460,320,460,-2,0
48,4,276,460,186,459,-90,-1
48,5,230,460,139,459,-91,-1
48,6,184,460,370,458,186,-2
48,7,138,460,275,458,137,-2
48,8,92,460,414,457,322,-3
48,9,46,460,227,457,181,-3
48,10,460,414,369,417,-91,3
48,11,414,414,138,417,-276,3
48,12,368,414,461,416,93,2
48,13,322,414,325,416,3,2
48,14,276,414,412,414,136,0
48,15,230,414,183,413,-47,-1
48,16,184,414,95,413,-89,-1
48,17,138,414,227,412,89,-2
48,18,92,414,275,411,183,-3
48,19,46,414,49,411,3,-3
48,20,460,368,275,371,-185,3
48,21,414,368,368,370,-46,2
48,22,368,368,89,370,-279,2
48,23,322,368,463,369,141,1
48,24,276,368,412,368,136,0
48,25,230,368,232,368,2,0
48,26,184,368,45,368,-139,0
48,27,138,368,185,367,47,-1
48,28,92,368,322,365,230,-3
48,29,46,368,136,365,90,-3
48,30,460,322,181,325,-279,3
48,31,414,322,89,325,-325,3
48,32,368,322,366,324,-2,2
48,33,322,322,321,324,-1,2
48,34,276,322,228,324,-48,2
48,35,230,322,138,323,-92,1
48,36,184,322,411,322,227,0
48,37,138,322,43,321,-95,-1
48,38,92,322,458,320,366,-2
48,39,46,322,276,319,230,-3
48,40,460,276,94,279,-366,3
48,41,414,276,184,278,-230,2
48,42,368,276,367,277,-1,1
48,43,322,276,320,277,-2,1
48,44,276,276,279,277,3,1
48,45,230,276,140,277,-90,1
48,46,184,276,412,276,228,0
48,47,138,276,462,274,324,-2
48,48,92,276,227,273,135,-3
48,49,46,276,45,273,-1,-3
48,50,460,230,320,233,-140,3
48,51,414,230,93,233,-321,3
48,52,368,230,415,232,47,2
48,53,322,230,457,230,135,0
48,54,276,230,181,230,-95,0
48,55,230,230,371,229,141,-1
48,56,184,230,273,229,89,-1
48,57,138,230,47,228,-91,-2
48,58,92,230,230,227,138,-3
48,59,46,230,137,227,91,-3
48,60,460,184,139,187,-321,3
48,61,414,184,277,185,-137,1
48,62,368,184,183,184,-185,0
48,63,322,184,462,183,140,-1
48,64,276,184,367,183,91,-1
48,65,230,184,323,183,93,-1
48,66,184,184,413,181,229,-3
48,67,138,184,230,181,92,-3
48,68,92,184,95,181,3,-3
48,69,46,184,44,181,-2,-3
48,70,460,138,370,141,-90,3
48,71,414,138,139,141,-275,3
48,72,368,138,460,140,92,2
48,73,322,138,417,139,95,1
48,74,276,138,230,138,-46,0
48,75,230,138,275,137,45,-1
48,76,184,138,49,137,-135,-1
48,77,138,138,181,136,43,-2
48,78,92,138,322,135,230,-3
48,79,46,138,90,135,44,-3
48,80,460,92,461,95,1,3
48,81,414,92,232,95,-182,3
48,82,368,92,319,94,-49,2
48,83,322,92,369,92,47,0
48,84,276,92,182,92,-94,0
48,85,230,92,135,92,-95,0
48,86,184,92,94,92,-90,0
48,87,138,92,413,91,275,-1
48,88,92,92,279,91,187,-1
48,89,46,92,44,91,-2,-1
48,90,460,46,135,49,-325,3
48,91,414,46,369,48,-45,2
48,92,368,46,43,48,-325,2
48,93,322,46,321,47,-1,1
48,94,276,46,275,47,-1,1
48,95,230,46,91,47,-139,1
48,96,184,46,233,46,49,0
48,97,138,46,459,44,321,-2
48,98,92,46,417,43,325,-3
48,99,46,46,183,43,137,-3
49,0,460,460,463,463,3,3
49,1,414,460,227,463,-187,3
49,2,368,460,92,462,-276,2
49,3,322,460,277,461,-45,1
49,4,276,460,135,461,-141,1
49,5,230,460,44,461,-186,1
49,6,184,460,322,460,138,0
49,7,138,460,187,460,49,0
49,8,92,460,417,458,325,-2
49,9,46,460,366,458,320,-2
49,10,460,414,319,417,-141,3
49,11,414,414,279,417,-135,3
49,12,368,414,461,413,93,-1
49,13,322,414,366,413,44,-1
49,14,276,414,230,413,-46,-1
49,15,230,414,43,413,-187,-1
49,16,184,414,186,412,2,-2
49,17,138,414,140,412,2,-2
49,18,92,414,416,411,324,-3
49,19,46,414,93,411,47,-3
49,20,460,368,186,371,-274,3
49,21,414,368,368,370,-46,2
49,22,368,368,417,369,49,1
49,23,322,368,89,369,-233,1
49,24,276,368,320,368,44,0
49,25,230,368,459,367,229,-1
49,26,184,368,279,365,95,-3
49,27,138,368,230,365,92,-3
49,28,92,368,138,365,46,-3
49,29,46,368,44,365,-2,-3
49,30,460,322,231,325,-229,3
49,31,414,322,325,324,-89,2
49,32,368,322,181,324,-187,2
49,33,322,322,279,323,-43,1
49,34,276,322,416,322,140,0
49,35,230,322,458,320,228,-2
49,36,184,322,92,320,-92,-2
49,37,138,322,370,319,232,-3
49,38,92,322,139,319,47,-3
49,39,46,322,45,319,-1,-3
49,40,460,276,181,279,-279,3
49,41,414,276,46,279,-368,3
49,42,368,276,414,278,46,2
49,43,322,276,233,278,-89,2
49,44,276,276,92,278,-184,2
49,45,230,276,140,277,-90,1
49,46,184,276,458,275,274,-1
49,47,138,276,365,275,227,-1
49,48,92,276,279,275,187,-1
49,49,46,276,324,273,278,-3
49,50,460,230,230,233,-230,3
49,51,414,230,182,233,-232,3
49,52,368,230,138,233,-230,3
49,53,322,230,462,232,140,2
49,54,276,230,277,232,1,2
49,55,230,230,43,231,-187,1
49,56,184,230,415,230,231,0
49,57,138,230,320,230,182,0
49,58,92,230,370,229,278,-1
49,59,46,230,93,227,47,-3
49,60,460,184,183,186,-277,2
49,61,414,184,90,185,-324,1
49,62,368,184,43,185,-325,1
49,63,322,184,412,183,90,-1
49,64,276,184,324,183,48,-1
49,65,230,184,228,183,-2,-1
49,66,184,184,459,182,275,-2
49,67,138,184,277,182,139,-2
49,68,92,184,137,182,45,-2
49,69,46,184,366,181,320,-3
49,70,460,138,138,141,-322,3
49,71,414,138,277,140,-137,2
49,72,368,138,43,140,-325,2
49,73,322,138,368,138,46,0
49,74,276,138,460,137,184,-1
49,75,230,138,319,137,89,-1
49,76,184,138,185,137,1,-1
49,77,138,138,417,136,279,-2
49,78,92,138,231,136,139,-2
49,79,46,138,94,136,48,-2
49,80,460,92,278,94,-182,2
49,81,414,92,136,93,-278,1
49,82,368,92,415,92,47,0
49,83,322,92,232,91,-90,-1
49,84,276,92,457,90,181,-2
49,85,230,92,325,90,95,-2
49,86,184,92,187,90,3,-2
49,87,138,92,90,90,-48,-2
49,88,92,92,371,89,279,-3
49,89,46,92,49,89,3,-3
49,90,460,46,321,49,-139,3
49,91,414,46,274,49,-140,3
49,92,368,46,136,49,-232,3
49,93,322,46,48,49,-274,3
49,94,276,46,368,48,92,2
49,95,230,46,233,45,3,-1
49,96,184,46,184,45,0,-1
49,97,138,46,460,44,322,-2
49,98,92,46,90,44,-2,-2
49,99,46,46,411,43,365,-3
50,0,460,460,415,462,-45,2
50,1,414,460,324,462,-90,2
50,2,368,460,47,462,-321,2
50,3,322,460,370,460,48,0
50,4,276,460,186,460,-90,0
50,5,230,460,92,460,-138,0
50,6,184,460,457,459,273,-1
50,7,138,460,279,459,141,-1
50,8,92,460,227,459,135,-1
50,9,46,460,140,457,94,-3
50,10,460,414,367,417,-93,3
50,11,414,414,414,416,0,2
50,12,368,414,321,414,-47,0
50,13,322,414,138,414,-184,0
50,14,276,414,43,414,-233,0
50,15,230,414,183,413,-47,-1
50,16,184,414,460,412,276,-2
50,17,138,414,94,412,-44,-2
50,18,92,414,273,411,181,-3
50,19,46,414,233,411,187,-3
50,20,460,368,273,371,-187,3
50,21,414,368,183,371,-231,3
50,22,368,368,89,370,-279,2
50,23,322,368,462,368,140,0
50,24,276,368,324,368,48,0
50,25,230,368,412,367,182,-1
50,26,184,368,227,367,43,-1
50,27,138,368,136,366,-2,-2
50,28,92,368,47,366,-45,-2
50,29,46,368,369,365,323,-3
50,30,460,322,279,324,-181,2
50,31,414,322,183,323,-231,1
50,32,368,322,457,322,89,0
50,33,322,322,416,322,94,0
50,34,276,322,368,322,92,0
50,35,230,322,324,322,94,0
50,36,184,322,135,321,-49,-1
50,37,138,322,91,320,-47,-2
50,38,92,322,48,320,-44,-2
50,39,46,322,228,319,182,-3
50,40,460,276,457,279,-3,3
50,41,414,276,325,279,-89,3
50,42,368,276,94,279,-274,3
50,43,322,276,275,276,-47,0
50,44,276,276,413,275,137,-1
50,45,230,276,47,275,-183,-1
50,46,184,276,186,274,2,-2
50,47,138,276,371,273,233,-3
50,48,92,276,229,273,137,-3
50,49,46,276,136,273,90,-3
50,50,460,230,323,233,-137,3
50,51,414,230,184,233,-230,3
50,52,368,230,462,232,94,2
50,53,322,230,274,231,-48,1
50,54,276,230,90,230,-186,0
50,55,230,230,229,229,-1,-1
50,56,184,230,370,228,186,-2
50,57,138,230,45,228,-93,-2
50,58,92,230,411,227,319,-3
50,59,46,230,137,227,91,-3
50,60,460,184,275,187,-185,3
50,61,414,184,48,187,-366,3
50,62,368,184,411,186,43,2
50,63,322,184,94,186,-228,2
50,64,276,184,463,185,187,1
50,65,230,184,324,185,94,1
50,66,184,184,230,183,46,-1
50,67,138,184,186,183,48,-1
50,68,92,184,371,181,279,-3
50,69,46,184,138,181,92,-3
50,70,460,138,323,141,-137,3
50,71,414,138,416,140,2,2
50,72,368,138,229,140,-139,2
50,73,322,138,183,140,-139,2
50,74,276,138,44,139,-232,1
50,75,230,138,365,138,135,0
50,76,184,138,277,137,93,-1
50,77,138,138,459,135,321,-3
50,78,92,138,135,135,43,-3
50,79,46,138,90,135,44,-3
50,80,460,92,232,94,-228,2
50,81,414,92,325,93,-89,1
50,82,368,92,279,93,-89,1
50,83,322,92,184,92,-138,0
50,84,276,92,141,92,-135,0
50,85,230,92,91,92,-139,0
50,86,184,92,460,91,276,-1
50,87,138,92,371,91,233,-1
50,88,92,92,48,91,-44,-1
50,89,46,92,411,89,365,-3
50,90,460,46,458,49,-2,3
50,91,414,46,365,48,-49,2
50,92,368,46,325,48,-43,2
50,93,322,46,46,48,-276,2
50,94,276,46,184,47,-92,1
50,95,230,46,140,46,-90,0
50,96,184,46,93,46,-91,0
50,97,138,46,279,45,141,-1
50,98,92,46,411,43,319,-3
50,99,46,46,232,43,186,-3
51,0,460,460,367,463,-93,3
51,1,414,460,92,463,-322,3
51,2,368,460,231,462,-137,2
51,3,322,460,415,460,93,0
51,4,276,460,320,460,44,0
51,5,230,460,186,460,-44,0
51,6,184,460,46,460,-138,0
51,7,138,460,459,459,321,-1
51,8,92,460,273,458,181,-2
51,9,46,460,139,458,93,-2
51,10,460,414,417,417,-43,3
51,11,414,414,366,416,-48,2
51,12,368,414,320,415,-48,1
51,13,322,414,230,415,-92,1
51,14,276,414,181,415,-95,1
51,15,230,414,91,414,-139,0
51,16,184,414,47,414,-137,0
51,17,138,414,275,413,137,-1
51,18,92,414,457,411,365,-3
51,19,46,414,141,411,95,-3
51,20,460,368,274,370,-186,2
51,21,414,368,49,370,-365,2
51,22,368,368,414,369,46,1
51,23,322,368,321,368,-1,0
51,24,276,368,137,368,-139,0
51,25,230,368,460,366,230,-2
51,26,184,368,369,365,185,-3
51,27,138,368,231,365,93,-3
51,28,92,368,185,365,93,-3
51,29,46,368,89,365,43,-3
51,30,460,322,365,325,-95,3
51,31,414,322,273,325,-141,3
51,32,368,322,229,324,-139,2
51,33,322,322,325,323,3,1
51,34,276,322,139,323,-137,1
51,35,230,322,44,322,-186,0
51,36,184,322,463,320,279,-2
51,37,138,322,90,320,-48,-2
51,38,92,322,416,319,324,-3
51,39,46,322,185,319,139,-3
51,40,460,276,138,279,-322,3
51,41,414,276,89,279,-325,3
51,42,368,276,462,278,94,2
51,43,322,276,411,278,89,2
51,44,276,276,321,277,45,1
51,45,230,276,49,277,-181,1
51,46,184,276,186,276,2,0
51,47,138,276,276,275,138,-1
51,48,92,276,233,275,141,-1
51,49,46,276,366,274,320,-2
51,50,460,230,367,233,-93,3
51,51,414,230,277,233,-137,3
51,52,368,230,94,233,-274,3
51,53,322,230,46,233,-276,3
51,54,276,230,462,230,186,0
51,55,230,230,412,229,182,-1
51,56,184,230,231,229,47,-1
51,57,138,230,140,229,2,-1
51,58,92,230,325,228,233,-2
51,59,46,230,187,227,141,-3
51,60,460,184,138,187,-322,3
51,61,414,184,91,187,-323,3
51,62,368,184,228,186,-140,2
51,63,322,184,187,185,-135,1
51,64,276,184,461,183,185,-1
51,65,230,184,417,183,187,-1
51,66,184,184,277,183,93,-1
51,67,138,184,370,182,232,-2
51,68,92,184,322,182,230,-2
51,69,46,184,43,181,-3,-3
51,70,460,138,412,140,-48,2
51,71,414,138,230,140,-184,2
51,72,368,138,140,140,-228,2
51,73,322,138,44,139,-278,1
51,74,276,138,463,138,187,0
51,75,230,138,324,138,94,0
51,76,184,138,274,137,90,-1
51,77,138,138,90,137,-48,-1
51,78,92,138,365,135,273,-3
51,79,46,138,184,135,138,-3
51,80,460,92,461,95,1,3
51,81,414,92,274,94,-140,2
51,82,368,92,227,94,-141,2
51,83,322,92,182,94,-140,2
51,84,276,92,414,92,138,0
51,85,230,92,370,92,140,0
51,86,184,92,322,92,138,0
51,87,138,92,136,91,-2,-1
51,88,92,92,43,91,-49,-1
51,89,46,92,93,89,47,-3
51,90,460,46,413,49,-47,3
51,91,414,46,366,49,-48,3
51,92,368,46,274,49,-94,3
51,93,322,46,231,49,-91,3
51,94,276,46,43,49,-233,3
51,95,230,46,89,48,-141,2
51,96,184,46,322,47,138,1
51,97,138,46,138,45,0,-1
51,98,92,46,462,44,370,-2
51,99,46,46,187,43,141,-3
52,0,460,460,90,463,-370,3
52,1,414,460,462,461,48,1
52,2,368,460,279,461,-89,1
52,3,322,460,182,460,-140,0
52,4,276,460,45,460,-231,0
52,5,230,460,415,458,185,-2
52,6,184,460,231,458,47,-2
52,7,138,460,365,457,227,-3
52,8,92,460,319,457,227,-3
52,9,46,460,139,457,93,-3
52,10,460,414,232,417,-228,3
52,11,414,414,135,417,-279,3
52,12,368,414,93,417,-275,3
52,13,322,414,49,416,-273,2
52,14,276,414,415,415,139,1
52,15,230,414,366,414,136,0
52,16,184,414,325,412,141,-2
52,17,138,414,462,411,324,-3
52,18,92,414,276,411,184,-3
52,19,46,414,186,411,140,-3
52,20,460,368,371,371,-89,3
52,21,414,368,414,370,0,2
52,22,368,368,185,370,-183,2
52,23,322,368,44,370,-278,2
52,24,276,368,276,369,0,1
52,25,230,368,325,368,95,0
52,26,184,368,231,367,47,-1
52,27,138,368,457,366,319,-2
52,28,92,368,90,366,-2,-2
52,29,46,368,136,365,90,-3
52,30,460,322,457,325,-3,3
52,31,414,322,323,324,-91,2
52,32,368,322,278,323,-90,1
52,33,322,322,43,323,-279,1
52,34,276,322,185,322,-91,0
52,35,230,322,415,321,185,-1
52,36,184,322,371,321,187,-1
52,37,138,322,138,321,0,-1
52,38,92,322,227,320,135,-2
52,39,46,322,90,320,44,-2
52,40,460,276,233,278,-227,2
52,41,414,276,411,277,-3,1
52,42,368,276,365,276,-3,0
52,43,322,276,323,275,1,-1
52,44,276,276,184,275,-92,-1
52,45,230,276,90,275,-140,-1
52,46,184,276,460,273,276,-3
52,47,138,276,279,273,141,-3
52,48,92,276,138,273,46,-3
52,49,46,276,47,273,1,-3
52,50,460,230,231,233,-229,3
52,51,414,230,460,232,46,2
52,52,368,230,183,232,-185,2
52,53,322,230,370,231,48,1
52,54,276,230,273,231,-3,1
52,55,230,230,417,230,187,0
52,56,184,230,325,228,141,-2
52,57,138,230,135,228,-3,-2
52,58,92,230,91,228,-1,-2
52,59,46,230,49,228,3,-2
52,60,460,184,141,187,-319,3
52,61,414,184,366,186,-48,2
52,62,368,184,233,186,-135,2
52,63,322,184,322,184,0,0
52,64,276,184,183,184,-93,0
52,65,230,184,94,184,-136,0
52,66,184,184,458,183,274,-1
52,67,138,184,46,183,-92,-1
52,68,92,184,417,182,325,-2
52,69,46,184,275,181,229,-3
52,70,460,138,279,141,-181,3
52,71,414,138,46,139,-368,1
52,72,368,138,367,138,-1,0
52,73,322,138,94,138,-228,0
52,74,276,138,459,136,183,-2
52,75,230,138,184,136,-46,-2
52,76,184,138,415,135,231,-3
52,77,138,138,325,135,187,-3
52,78,92,138,230,135,138,-3
52,79,46,138,137,135,91,-3
52,80,460,92,277,94,-183,2
52,81,414,92,181,94,-233,2
52,82,368,92,90,94,-278,2
52,83,322,92,323,93,1,1
52,84,276,92,370,92,94,0
52,85,230,92,135,91,-95,-1
52,86,184,92,458,90,274,-2
52,87,138,92,232,90,94,-2
52,88,92,92,44,90,-48,-2
52,89,46,92,413,89,367,-3
52,90,460,46,416,49,-44,3
52,91,414,46,233,49,-181,3
52,92,368,46,367,48,-1,2
52,93,322,46,460,47,138,1
52,94,276,46,323,47,47,1
52,95,230,46,89,46,-141,0
52,96,184,46,187,45,3,-1
52,97,138,46,44,44,-94,-2
52,98,92,46,278,43,186,-3
52,99,46,46,139,43,93,-3
53,0,460,460,47,463,-413,3
53,1,414,460,370,462,-44,2
53,2,368,460,275,462,-93,2
53,3,322,460,323,460,1,0
53,4,276,460,187,460,-89,0
53,5,230,460,231,459,1,-1
53,6,184,460,459,458,275,-2
53,7,138,460,140,458,2,-2
53,8,92,460,91,458,-1,-2
53,9,46,460,412,457,366,-3
53,10,460,414,457,417,-3,3
53,11,414,414,135,417,-279,3
53,12,368,414,89,417,-279,3
53,13,322,414,366,416,44,2
53,14,276,414,416,415,140,1
53,15,230,414,278,415,48,1
53,16,184,414,46,415,-138,1
53,17,138,414,324,414,186,0
53,18,92,414,230,411,138,-3
53,19,46,414,181,411,135,-3
53,20,460,368,139,371,-321,3
53,21,414,368,93,371,-321,3
53,22,368,368,43,371,-325,3
53,23,322,368,463,370,141,2
53,24,276,368,416,370,140,2
53,25,230,368,275,369,45,1
53,26,184,368,366,367,182,-1
53,27,138,368,322,367,184,-1
53,28,92,368,230,367,138,-1
53,29,46,368,185,367,139,-1
53,30,460,322,369,325,-91,3
53,31,414,322,277,325,-137,3
53,32,368,322,187,324,-181,2
53,33,322,322,136,324,-186,2
53,34,276,322,44,324,-232,2
53,35,230,322,229,323,-1,1
53,36,184,322,413,322,229,0
53,37,138,322,93,322,-45,0
53,38,92,322,319,320,227,-2
53,39,46,322,462,319,416,-3
53,40,460,276,417,279,-43,3
53,41,414,276,277,279,-137,3
53,42,368,276,458,278,90,2
53,43,322,276,183,278,-139,2
53,44,276,276,47,278,-229,2
53,45,230,276,320,277,90,1
53,46,184,276,232,276,48,0
53,47,138,276,89,275,-49,-1
53,48,92,276,366,273,274,-3
53,49,46,276,136,273,90,-3
53,50,460,230,182,233,-278,3
53,51,414,230,415,232,1,2
53,52,368,230,277,231,-91,1
53,53,322,230,457,230,135,0
53,54,276,230,90,230,-186,0
53,55,230,230,321,229,91,-1
53,56,184,230,232,228,48,-2
53,57,138,230,371,227,233,-3
53,58,92,230,137,227,45,-3
53,59,46,230,45,227,-1,-3
53,60,460,184,366,186,-94,2
53,61,414,184,320,186,-94,2
53,62,368,184,414,184,46,0
53,63,322,184,276,184,-46,0
53,64,276,184,94,184,-182,0
53,65,230,184,461,183,231,-1
53,66,184,184,232,183,48,-1
53,67,138,184,184,183,46,-1
53,68,92,184,47,183,-45,-1
53,69,46,184,140,182,94,-2
53,70,460,138,184,141,-276,3
53,71,414,138,458,140,44,2
53,72,368,138,367,140,-1,2
53,73,322,138,277,140,-45,2
53,74,276,138,95,140,-181,2
53,75,230,138,232,138,2,0
53,76,184,138,47,138,-137,0
53,77,138,138,137,136,-1,-2
53,78,92,138,411,135,319,-3
53,79,46,138,319,135,273,-3
53,80,460,92,412,95,-48,3
53,81,414,92,370,95,-44,3
53,82,368,92,321,95,-47,3
53,83,322,92,279,93,-43,1
53,84,276,92,185,92,-91,0
53,85,230,92,92,92,-138,0
53,86,184,92,462,91,278,-1
53,87,138,92,135,91,-3,-1
53,88,92,92,43,91,-49,-1
53,89,46,92,229,90,183,-2
53,90,460,46,463,48,3,2
53,91,414,46,371,48,-43,2
53,92,368,46,279,48,-89,2
53,93,322,46,322,46,0,0
53,94,276,46,89,46,-187,0
53,95,230,46,48,46,-182,0
53,96,184,46,186,44,2,-2
53,97,138,46,416,43,278,-3
53,98,92,46,232,43,140,-3
53,99,46,46,139,43,93,-3
54,0,460,460,273,463,-187,3
54,1,414,460,44,462,-370,2
54,2,368,460,371,461,3,1
54,3,322,460,232,461,-90,1
54,4,276,460,138,458,-138,-2
54,5,230,460,459,457,229,-3
54,6,184,460,417,457,233,-3
54,7,138,460,319,457,181,-3
54,8,92,460,181,457,89,-3
54,9,46,460,95,457,49,-3
54,10,460,414,276,417,-184,3
54,11,414,414,137,417,-277,3
54,12,368,414,325,415,-43,1
54,13,322,414,93,415,-229,1
54,14,276,414,462,414,186,0
54,15,230,414,416,414,186,0
54,16,184,414,186,414,2,0
54,17,138,414,370,412,232,-2
54,18,92,414,229,412,137,-2
54,19,46,414,44,411,-2,-3
54,20,460,368,367,371,-93,3
54,21,414,368,95,371,-319,3
54,22,368,368,49,371,-319,3
